,No,year,month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,wd,WSPM,station
14678,34167,2017,1,22,14,18.0,26.0,10.0,50.0,800.0,40.0,-0.66,1030.4,-20.0,0.0,SE,1.2,Wanliu
14679,34168,2017,1,22,15,28.0,46.0,14.0,43.0,700.0,51.0,0.0333333333333333,1029.33333333333,-20.1,0.0,SE,1.8,Wanliu
14680,34169,2017,1,22,16,44.0,61.0,16.0,41.0,900.0,57.0,0.175,1029.0,-20.6,0.0,SW,2.0,Wanliu
14681,34170,2017,1,22,17,55.0,82.0,18.0,49.0,900.0,52.0,-0.075,1029.0,-20.4,0.0,SW,1.7,Wanliu
14682,34171,2017,1,22,18,72.0,94.0,20.0,66.0,1100.0,36.0,-0.925,1029.25,-19.6,0.0,SE,1.0,Wanliu
14683,34172,2017,1,22,19,69.0,94.0,20.0,75.0,1200.0,25.0,-1.6,1030.0,-19.1,0.0,SE,2.4,Wanliu
14684,34173,2017,1,22,20,63.0,84.0,20.0,87.0,1500.0,10.0,-2.82,1030.8,-19.3,0.0,NE,1.7,Wanliu
14685,34174,2017,1,22,21,39.0,48.0,18.0,88.0,1200.0,4.0,-3.96666666666667,1031.0,-18.8,0.0,NE,1.3,Wanliu
14686,34175,2017,1,22,22,37.0,56.0,25.0,85.0,1700.0,4.0,-5.325,1031.75,-18.2,0.0,NE,1.4,Wanliu
14687,34176,2017,1,22,23,41.0,58.0,28.0,83.0,2100.0,4.0,-6.275,1032.0,-18.0,0.0,NE,0.9,Wanliu
14688,34177,2017,1,23,0,27.0,27.0,19.0,52.0,100.0,27.0,-7.275,1032.0,-17.7,0.0,NE,1.6,Wanliu
14689,34178,2017,1,23,1,22.0,24.0,16.0,41.0,900.0,34.0,-6.975,1032.0,-17.7,0.0,NE,1.2,Wanliu
14690,34179,2017,1,23,2,19.0,28.0,13.0,46.0,100.0,24.0,-7.475,1032.0,-17.8,0.0,NE,1.4,Wanliu
14691,34180,2017,1,23,3,28.0,28.0,10.0,48.0,900.0,21.0,-7.9,1032.0,-18.1,0.0,NE,1.2,Wanliu
14692,34181,2017,1,23,4,8.0,13.0,10.0,42.0,800.0,57.0,-9.2,1032.0,-18.1,0.0,NE,1.3,Wanliu
14693,34182,2017,1,23,5,10.0,12.0,8.0,41.0,700.0,30.0,-9.575,1032.0,-18.3,0.0,NE,1.8,Wanliu
14694,34183,2017,1,23,6,13.0,19.0,9.0,44.0,800.0,27.0,-8.925,1032.0,-18.3,0.0,NE,1.3,Wanliu
14695,34184,2017,1,23,7,14.0,33.0,10.0,62.0,100.0,10.0,-8.95,1032.0,-18.4,0.0,NE,0.7,Wanliu
14696,34185,2017,1,23,8,18.0,37.0,10.0,70.0,1100.0,4.0,-9.35,1033.0,-18.1,0.0,NE,1.5,Wanliu
14697,34186,2017,1,23,9,17.0,28.0,14.0,57.0,100.0,17.0,-7.775,1033.0,-17.5,0.0,NE,1.7,Wanliu
14698,34187,2017,1,23,10,26.0,26.0,22.0,57.0,1300.0,19.0,-5.725,1033.0,-18.7,0.0,NE,1.8,Wanliu
14699,34188,2017,1,23,11,17.0,21.0,12.0,44.0,900.0,36.0,-4.18,1033.0,-19.1,0.0,NE,1.6,Wanliu
14700,34189,2017,1,23,12,21.0,21.0,9.0,42.0,700.0,41.0,-2.86666666666667,1032.66666666667,-19.4,0.0,NE,1.9,Wanliu
14701,34190,2017,1,23,13,24.0,24.0,8.0,39.0,600.0,49.0,-1.725,1031.5,-19.7,0.0,SE,2.0,Wanliu
14702,34191,2017,1,23,14,24.0,29.0,9.0,42.0,700.0,51.0,-0.72,1030.2,-19.2,0.0,NW,1.1,Wanliu
14703,34192,2017,1,23,15,33.0,41.0,11.0,45.0,700.0,52.0,-0.3,1029.66666666667,-19.0,0.0,NE,2.3,Wanliu
14704,34193,2017,1,23,16,37.0,44.0,12.0,54.0,800.0,44.0,0.025,1029.0,-18.4,0.0,NE,0.8,Wanliu
14705,34194,2017,1,23,17,36.0,48.0,3.0,67.0,900.0,28.0,-0.325,1029.0,-18.0,0.0,E,1.3,Wanliu
14706,34195,2017,1,23,18,37.0,75.0,14.0,84.0,100.0,52.0,-1.5,1030.0,-17.7,0.0,NE,2.0,Wanliu
14707,34196,2017,1,23,19,38.0,63.0,13.0,2.0,100.0,4.0,-2.35,1030.5,-17.2,0.0,NE,1.4,Wanliu
14708,34197,2017,1,23,20,43.0,73.0,18.0,91.0,1500.0,3.0,-3.2,1031.0,-16.3,0.0,NE,1.2,Wanliu
14709,34198,2017,1,23,21,50.0,87.0,26.0,91.0,1900.0,4.0,-4.53333333333333,1031.0,-15.6,0.0,NE,1.1,Wanliu
14710,34199,2017,1,23,22,57.0,84.0,28.0,90.0,2300.0,4.0,-5.325,1031.75,-15.4,0.0,NE,0.0,Wanliu
14711,34200,2017,1,23,23,59.0,78.0,28.0,87.0,2100.0,52.0,-6.175,1032.0,-15.0,0.0,NE,0.8,Wanliu
14712,34201,2017,1,24,0,55.0,63.0,28.0,84.0,1800.0,4.0,-6.96666666666667,1032.33333333333,-14.5,0.0,NE,0.8,Wanliu
14713,34202,2017,1,24,1,52.0,68.0,19.0,77.0,1800.0,52.0,-7.825,1033.0,-14.7,0.0,NE,0.3,Wanliu
14714,34203,2017,1,24,2,65.0,74.0,19.0,78.0,2900.0,4.0,-8.55,1033.0,-14.6,0.0,NE,1.2,Wanliu
14715,34204,2017,1,24,3,64.0,67.0,18.0,75.0,2400.0,3.0,-8.6,1033.0,-14.2,0.0,NE,1.3,Wanliu
14716,34205,2017,1,24,4,60.0,72.0,22.0,74.0,2800.0,4.0,-8.7,1033.0,-13.9,0.0,NE,1.2,Wanliu
14717,34206,2017,1,24,5,75.0,80.0,26.0,76.0,3700.0,4.0,-9.7,1033.0,-14.1,0.0,NE,0.7,Wanliu
14718,34207,2017,1,24,6,67.0,75.0,26.0,73.0,2500.0,4.0,-9.54,1033.0,-13.5,0.0,NE,1.4,Wanliu
14719,34208,2017,1,24,7,68.0,89.0,20.0,71.0,2800.0,3.0,-8.4,1033.66666666667,-13.3,0.0,NE,1.2,Wanliu
14720,34209,2017,1,24,8,71.0,110.0,17.0,77.0,3500.0,52.0,-8.475,1034.0,-13.9,0.0,NE,1.7,Wanliu
14721,34210,2017,1,24,9,74.0,85.0,27.0,76.0,3700.0,4.0,-6.8,1034.75,-13.9,0.0,NE,1.7,Wanliu
14722,34211,2017,1,24,10,43.0,43.0,27.0,60.0,1600.0,13.0,-4.5,1035.0,-13.6,0.0,NE,1.3,Wanliu
14723,34212,2017,1,24,11,46.0,54.0,20.0,55.0,1300.0,24.0,-2.68,1035.0,-14.7,0.0,NE,1.2,Wanliu
14724,34213,2017,1,24,12,63.0,67.0,23.0,65.0,1500.0,52.0,-0.933333333333333,1034.33333333333,-15.8,0.0,NE,1.5,Wanliu
14725,34214,2017,1,24,13,69.0,71.0,22.0,67.0,1500.0,32.0,0.25,1033.5,-15.2,0.0,NE,1.6,Wanliu
14726,34215,2017,1,24,14,72.0,80.0,21.0,73.0,1000.0,32.0,1.64,1032.2,-15.1,0.0,SE,0.9,Wanliu
14727,34216,2017,1,24,15,86.0,101.0,25.0,86.0,1600.0,26.0,1.9,1032.0,-14.9,0.0,SE,2.2,Wanliu
14728,34217,2017,1,24,16,116.0,142.0,34.0,104.0,2200.0,23.0,1.875,1031.5,-14.4,0.0,SW,2.0,Wanliu
14729,34218,2017,1,24,17,125.0,129.0,35.0,104.0,2100.0,32.0,2.0,1031.0,-14.1,0.0,SW,1.3,Wanliu
14730,34219,2017,1,24,18,128.0,138.0,34.0,115.0,2300.0,11.0,0.875,1031.0,-13.4,0.0,SW,1.0,Wanliu
14731,34220,2017,1,24,19,135.0,151.0,35.0,121.0,2600.0,5.0,-0.15,1031.75,-13.1,0.0,SW,0.9,Wanliu
14732,34221,2017,1,24,20,132.0,138.0,36.0,114.0,2400.0,32.0,-1.075,1032.0,-13.1,0.0,SW,1.0,Wanliu
14733,34222,2017,1,24,21,125.0,128.0,38.0,104.0,2200.0,32.0,-1.35,1032.0,-13.1,0.0,SW,1.0,Wanliu
14734,34223,2017,1,24,22,135.0,149.0,48.0,102.0,2400.0,32.0,-0.9,1032.0,-12.8,0.0,SW,0.7,Wanliu
14735,34224,2017,1,24,23,143.0,143.0,43.0,101.0,2400.0,32.0,-1.65,1032.0,-12.5,0.0,SE,0.9,Wanliu
14736,34225,2017,1,25,0,140.0,143.0,38.0,100.0,2300.0,8.0,-2.125,1031.5,-12.2,0.0,NE,0.8,Wanliu
14737,34226,2017,1,25,1,145.0,145.0,29.0,105.0,3200.0,5.0,-3.35,1031.25,-11.8,0.0,NE,1.0,Wanliu
14738,34227,2017,1,25,2,144.0,149.0,50.0,111.0,4300.0,6.0,-4.65,1031.0,-11.7,0.0,NE,1.6,Wanliu
14739,34228,2017,1,25,3,153.0,161.0,55.0,114.0,4900.0,7.0,-5.325,1031.0,-11.3,0.0,NE,0.8,Wanliu
14740,34229,2017,1,25,4,168.0,168.0,46.0,106.0,4900.0,32.0,-6.65,1030.5,-11.4,0.0,NE,0.0,Wanliu
14741,34230,2017,1,25,5,158.0,158.0,35.0,100.0,4200.0,7.0,-7.225,1030.0,-11.1,0.0,NE,1.2,Wanliu
14742,34231,2017,1,25,6,144.0,144.0,32.0,101.0,4500.0,6.0,-6.975,1030.0,-10.7,0.0,NE,1.3,Wanliu
14743,34232,2017,1,25,7,141.0,150.0,32.0,103.0,4600.0,6.0,-6.425,1030.0,-10.1,0.0,NE,1.3,Wanliu
14744,34233,2017,1,25,8,140.0,153.0,30.0,104.0,4800.0,6.0,-6.1,1031.0,-10.3,0.0,NE,1.6,Wanliu
14745,34234,2017,1,25,9,146.0,149.0,41.0,106.0,4400.0,32.0,-5.33333333333333,1030.66666666667,-10.6,0.0,NE,1.6,Wanliu
14746,34235,2017,1,25,10,146.0,148.0,56.0,105.0,4200.0,8.0,-3.66666666666667,1030.5,-10.7,0.0,NE,1.7,Wanliu
14747,34236,2017,1,25,11,155.0,155.0,60.0,107.0,3600.0,11.0,-1.625,1030.5,-12.3,0.0,NE,2.2,Wanliu
14748,34237,2017,1,25,12,154.0,154.0,60.0,100.0,300.0,21.0,-0.475,1029.25,-11.5,0.0,NE,1.9,Wanliu
14749,34238,2017,1,25,13,157.0,157.0,56.0,97.0,2800.0,29.0,0.75,1028.5,-10.9,0.0,NE,0.6,Wanliu
14750,34239,2017,1,25,14,46.0,68.0,12.0,51.0,900.0,38.0,1.9,1027.0,-10.4,0.0,SE,1.2,Wanliu
14751,34240,2017,1,25,15,164.0,164.0,52.0,109.0,2700.0,30.0,2.75,1025.75,-9.5,0.0,SW,1.9,Wanliu
14752,34241,2017,1,25,16,168.0,168.0,55.0,120.0,2600.0,23.0,2.66666666666667,1025.0,-9.2,0.0,SE,1.7,Wanliu
14753,34242,2017,1,25,17,173.0,173.0,45.0,130.0,2700.0,13.0,2.1,1025.0,-8.8,0.0,SW,1.5,Wanliu
14754,34243,2017,1,25,18,191.0,194.0,39.0,137.0,300.0,6.0,0.675,1025.0,-8.8,0.0,SW,0.6,Wanliu
14755,34244,2017,1,25,19,203.0,203.0,34.0,127.0,300.0,6.0,-1.175,1025.0,-8.7,0.0,NE,0.0,Wanliu
14756,34245,2017,1,25,20,196.0,196.0,32.0,122.0,2900.0,5.0,-2.8,1025.0,-9.0,0.0,NE,0.0,Wanliu
14757,34246,2017,1,25,21,209.0,209.0,29.0,126.0,3100.0,30.0,-3.8,1024.75,-8.9,0.0,NE,0.0,Wanliu
14758,34247,2017,1,25,22,219.0,219.0,22.0,124.0,3600.0,30.0,-4.575,1024.5,-9.1,0.0,NE,0.0,Wanliu
14759,34248,2017,1,25,23,224.0,224.0,21.0,123.0,4100.0,30.0,-4.825,1023.25,-8.7,0.0,NE,1.0,Wanliu
14760,34249,2017,1,26,0,219.0,219.0,24.0,115.0,4500.0,30.0,-4.425,1022.75,-7.9,0.0,NE,1.5,Wanliu
14761,34250,2017,1,26,1,245.0,245.0,49.0,131.0,5500.0,30.0,-3.95,1022.0,-7.3,0.0,NE,1.3,Wanliu
14762,34251,2017,1,26,2,266.0,266.0,46.0,125.0,5900.0,30.0,-3.95,1021.25,-7.0,0.0,SE,1.8,Wanliu
14763,34252,2017,1,26,3,255.0,255.0,45.0,121.0,5300.0,30.0,-3.125,1020.0,-6.5,0.0,NE,1.1,Wanliu
14764,34253,2017,1,26,4,263.0,263.0,45.0,115.0,500.0,7.0,-3.4,1019.5,-6.6,0.0,SE,0.9,Wanliu
14765,34254,2017,1,26,5,259.0,259.0,40.0,110.0,5600.0,6.0,-3.525,1018.0,-6.6,0.0,NE,0.9,Wanliu
14766,34255,2017,1,26,6,248.0,248.0,39.0,109.0,4500.0,5.0,-3.525,1017.25,-6.7,0.0,NE,1.6,Wanliu
14767,34256,2017,1,26,7,245.0,245.0,40.0,110.0,4400.0,30.0,-3.425,1016.75,-6.5,0.0,NE,1.9,Wanliu
14768,34257,2017,1,26,8,249.0,249.0,44.0,114.0,4600.0,5.0,-2.925,1017.0,-6.7,0.0,NE,1.3,Wanliu
14769,34258,2017,1,26,9,236.0,236.0,48.0,113.0,4100.0,5.0,-2.575,1016.5,-6.9,0.0,NE,1.6,Wanliu
14770,34259,2017,1,26,10,246.0,246.0,49.0,111.0,400.0,6.0,-1.825,1016.75,-7.0,0.0,NE,0.9,Wanliu
14771,34260,2017,1,26,11,244.0,244.0,57.0,106.0,3800.0,8.0,-0.98,1016.0,-6.9,0.0,NE,1.8,Wanliu
14772,34261,2017,1,26,12,231.0,231.0,63.0,103.0,3600.0,30.0,-0.0666666666666667,1016.0,-7.0,0.0,NE,1.5,Wanliu
14773,34262,2017,1,26,13,165.0,165.0,61.0,79.0,2600.0,30.0,1.95,1016.0,-8.1,0.0,NW,1.8,Wanliu
14774,34263,2017,1,26,14,124.0,145.0,41.0,62.0,1900.0,38.0,5.9,1016.4,-9.6,0.0,NW,3.5,Wanliu
14775,34264,2017,1,26,15,31.0,69.0,11.0,17.0,500.0,74.0,8.375,1017.0,-10.3,0.0,NE,3.5,Wanliu
14776,34265,2017,1,26,16,8.0,88.0,3.0,9.0,300.0,85.0,9.16666666666667,1018.33333333333,-12.1,0.0,NE,4.6,Wanliu
14777,34266,2017,1,26,17,8.0,55.0,2.0,7.0,200.0,87.0,7.875,1020.0,-14.2,0.0,NE,5.0,Wanliu
14778,34267,2017,1,26,18,5.0,69.0,3.0,11.0,300.0,87.0,5.925,1022.0,-14.9,0.0,NE,4.5,Wanliu
14779,34268,2017,1,26,19,3.0,36.0,4.0,8.0,200.0,87.0,4.325,1024.75,-15.2,0.0,NE,3.0,Wanliu
14780,34269,2017,1,26,20,5.0,5.0,3.0,7.0,200.0,87.0,3.5,1026.25,-15.9,0.0,NE,4.7,Wanliu
14781,34270,2017,1,26,21,3.0,7.0,3.0,8.0,200.0,87.0,2.575,1027.75,-16.9,0.0,NE,4.4,Wanliu
14782,34271,2017,1,26,22,3.0,5.0,4.0,10.0,300.0,87.0,1.725,1028.25,-16.7,0.0,NE,2.9,Wanliu
14783,34272,2017,1,26,23,7.0,7.0,6.0,11.0,300.0,87.0,-2.77555756156289e-17,1029.0,-16.6,0.0,NW,1.4,Wanliu
14784,34273,2017,1,27,0,7.0,7.0,7.0,18.0,500.0,87.0,-1.275,1029.5,-15.8,0.0,NE,1.5,Wanliu
14785,34274,2017,1,27,1,8.0,8.0,7.0,22.0,500.0,87.0,-1.325,1029.5,-15.9,0.0,NE,0.3,Wanliu
14786,34275,2017,1,27,2,6.0,6.0,6.0,6.0,300.0,87.0,-1.85,1030.0,-15.5,0.0,NW,0.8,Wanliu
14787,34276,2017,1,27,3,7.0,7.0,6.0,6.0,200.0,87.0,-1.75,1030.0,-15.7,0.0,NW,1.3,Wanliu
14788,34277,2017,1,27,4,5.0,5.0,7.0,9.0,400.0,87.0,-3.6,1029.75,-15.7,0.0,SE,0.7,Wanliu
14789,34278,2017,1,27,5,3.0,5.0,6.0,16.0,300.0,64.0,-3.275,1029.0,-15.1,0.0,SE,1.5,Wanliu
14790,34279,2017,1,27,6,4.0,8.0,8.0,25.0,600.0,54.0,-2.875,1029.0,-14.6,0.0,NE,0.8,Wanliu
14791,34280,2017,1,27,7,9.0,17.0,10.0,37.0,700.0,40.0,-3.925,1029.0,-14.3,0.0,SW,0.7,Wanliu
14792,34281,2017,1,27,8,15.0,21.0,10.0,75.0,1100.0,4.0,-5.65,1029.0,-14.1,0.0,SW,1.2,Wanliu
14793,34282,2017,1,27,9,20.0,20.0,15.0,42.0,900.0,32.0,-3.825,1030.0,-14.0,0.0,SW,1.6,Wanliu
14794,34283,2017,1,27,10,29.0,41.0,15.0,29.0,900.0,49.0,-0.9,1030.0,-14.9,0.0,SW,3.9,Wanliu
14795,34284,2017,1,27,11,34.0,53.0,23.0,22.0,700.0,64.0,0.8,1029.2,-15.5,0.0,SW,5.3,Wanliu
14796,34285,2017,1,27,12,35.0,74.0,15.0,18.0,700.0,74.0,1.6,1029.0,-15.4,0.0,SW,5.1,Wanliu
14797,34286,2017,1,27,13,40.0,73.0,11.0,18.0,600.0,87.0,-0.225,1022.0,-13.0,0.0,NE,1.6,Wanliu
14798,34287,2017,1,27,14,42.0,67.0,13.0,18.0,600.0,87.0,-0.225,1022.0,-13.0,0.0,NE,1.6,Wanliu
14799,34288,2017,1,27,15,46.0,82.0,16.0,21.0,600.0,84.0,-0.225,1022.0,-13.0,0.0,SW,5.4,Wanliu
14800,34289,2017,1,27,16,59.0,90.0,17.0,24.0,700.0,86.0,3.575,1024.0,-16.8,0.0,SW,4.0,Wanliu
14801,34290,2017,1,27,17,56.0,84.0,18.0,26.0,700.0,83.0,2.64,1023.0,-16.5,0.0,SW,4.2,Wanliu
14802,34291,2017,1,27,18,58.0,94.0,17.0,33.0,700.0,73.0,1.43333333333333,1022.66666666667,-16.2,0.0,SW,2.0,Wanliu
14803,34292,2017,1,27,19,76.0,113.0,23.0,38.0,800.0,67.0,0.775,1023.0,-16.0,0.0,SE,1.4,Wanliu
14804,34293,2017,1,27,20,125.0,179.0,33.0,49.0,900.0,53.0,0.64,1023.0,-16.1,0.0,SW,2.8,Wanliu
14805,34294,2017,1,27,21,189.0,274.0,51.0,58.0,1100.0,39.0,0.233333333333333,1022.33333333333,-15.8,0.0,SE,2.2,Wanliu
14806,34295,2017,1,27,22,260.0,341.0,69.0,73.0,1300.0,21.0,0.6,1022.0,-15.8,0.0,SE,1.8,Wanliu
14807,34296,2017,1,27,23,339.0,427.0,81.0,84.0,1500.0,12.0,0.575,1021.75,-15.7,0.0,SW,1.4,Wanliu
14808,34297,2017,1,28,0,331.0,418.0,77.0,86.0,200.0,8.0,-0.725,1021.0,-15.6,0.0,SE,2.0,Wanliu
14809,34298,2017,1,28,1,469.0,643.0,109.0,86.0,2500.0,7.0,-0.525,1020.0,-15.7,0.0,NW,0.8,Wanliu
14810,34299,2017,1,28,2,478.0,598.0,107.0,86.0,2900.0,6.0,-2.975,1020.0,-14.9,0.0,NE,1.4,Wanliu
14811,34300,2017,1,28,3,407.0,514.0,114.0,89.0,2600.0,5.0,-4.0,1019.5,-14.5,0.0,NE,1.5,Wanliu
14812,34301,2017,1,28,4,494.0,621.0,136.0,89.0,2800.0,6.0,-3.5,1019.0,-13.5,0.0,NE,1.8,Wanliu
14813,34302,2017,1,28,5,568.0,731.0,143.0,91.0,3300.0,20.0,-3.275,1018.75,-12.2,0.0,NE,2.0,Wanliu
14814,34303,2017,1,28,6,625.0,784.0,147.0,92.0,3100.0,32.0,-3.15,1018.0,-11.8,0.0,NE,1.7,Wanliu
14815,34304,2017,1,28,7,553.0,640.0,125.0,85.0,3200.0,11.0,-2.8,1018.0,-11.1,0.0,NE,1.8,Wanliu
14816,34305,2017,1,28,8,464.0,510.0,107.0,80.0,300.0,7.0,-2.575,1018.0,-10.6,0.0,NE,1.3,Wanliu
14817,34306,2017,1,28,9,347.0,406.0,96.0,76.0,2700.0,7.0,-2.125,1018.0,-10.1,0.0,NE,1.0,Wanliu
14818,34307,2017,1,28,10,319.0,372.0,95.0,74.0,2600.0,8.0,-1.75,1018.0,-9.5,0.0,NE,1.4,Wanliu
14819,34308,2017,1,28,11,283.0,332.0,90.0,73.0,2400.0,9.0,-1.3,1018.6,-8.7,0.0,NE,1.3,Wanliu
14820,34309,2017,1,28,12,274.0,318.0,98.0,72.0,2400.0,15.0,-0.533333333333333,1018.0,-8.2,0.0,NE,2.4,Wanliu
14821,34310,2017,1,28,13,231.0,257.0,102.0,69.0,2300.0,22.0,0.3,1017.25,-8.5,0.0,NE,1.6,Wanliu
14822,34311,2017,1,28,14,214.0,241.0,98.0,62.0,2100.0,32.0,1.12,1016.2,-8.8,0.0,NE,1.7,Wanliu
14823,34312,2017,1,28,15,224.0,259.0,88.0,66.0,2100.0,31.0,1.6,1016.0,-8.4,0.0,NE,2.3,Wanliu
14824,34313,2017,1,28,16,223.0,253.0,79.0,67.0,2100.0,31.0,1.85,1016.0,-8.5,0.0,NE,1.8,Wanliu
14825,34314,2017,1,28,17,231.0,269.0,70.0,81.0,2200.0,20.0,1.7,1016.0,-7.9,0.0,NE,1.3,Wanliu
14826,34315,2017,1,28,18,233.0,279.0,58.0,95.0,2600.0,8.0,0.625,1016.0,-7.9,0.0,NE,0.5,Wanliu
14827,34316,2017,1,28,19,230.0,271.0,44.0,97.0,2600.0,3.0,-1.45,1017.0,-8.2,0.0,NE,0.9,Wanliu
14828,34317,2017,1,28,20,245.0,297.0,42.0,96.0,3200.0,3.0,-2.0,1017.0,-8.0,0.0,NE,1.5,Wanliu
14829,34318,2017,1,28,21,271.0,319.0,49.0,98.0,3700.0,3.0,-2.175,1017.5,-7.2,0.0,NE,1.2,Wanliu
14830,34319,2017,1,28,22,265.0,308.0,52.0,95.0,3700.0,3.0,-2.85,1018.0,-6.7,0.0,NE,0.7,Wanliu
14831,34320,2017,1,28,23,262.0,291.0,65.0,93.0,400.0,4.0,-3.575,1018.25,-6.7,0.0,NE,1.2,Wanliu
14832,34321,2017,1,29,0,247.0,266.0,74.0,85.0,3100.0,5.0,-3.525,1018.0,-6.5,0.0,NE,1.2,Wanliu
14833,34322,2017,1,29,1,232.0,255.0,72.0,84.0,300.0,4.0,-2.825,1018.25,-5.4,0.0,NE,1.2,Wanliu
14834,34323,2017,1,29,2,188.0,188.0,56.0,67.0,300.0,13.0,-1.975,1019.0,-4.5,0.0,NE,3.3,Wanliu
14835,34324,2017,1,29,3,8.0,43.0,10.0,8.0,400.0,63.0,0.25,1019.0,-9.4,0.0,NE,4.4,Wanliu
14836,34325,2017,1,29,4,3.0,32.0,8.0,8.0,400.0,63.0,1.15,1019.5,-16.6,0.0,NE,5.4,Wanliu
14837,34326,2017,1,29,5,3.0,47.0,5.0,7.0,300.0,71.0,0.875,1020.75,-17.5,0.0,NE,3.2,Wanliu
14838,34327,2017,1,29,6,6.0,72.0,3.0,4.0,300.0,81.0,0.3,1021.75,-20.4,0.0,NE,7.2,Wanliu
14839,34328,2017,1,29,7,10.0,122.0,4.0,5.0,300.0,75.0,-0.875,1023.25,-22.9,0.0,NW,6.6,Wanliu
14840,34329,2017,1,29,8,9.0,95.0,4.0,6.0,300.0,69.0,-2.425,1024.25,-22.2,0.0,NW,3.9,Wanliu
14841,34330,2017,1,29,9,9.0,57.0,4.0,5.0,300.0,68.0,-2.975,1025.5,-21.5,0.0,N,7.5,Wanliu
14842,34331,2017,1,29,10,4.0,39.0,4.0,5.0,300.0,69.0,-3.375,1026.0,-21.6,0.0,NW,4.9,Wanliu
14843,34332,2017,1,29,11,8.0,36.0,4.0,4.0,300.0,70.0,-3.2,1026.0,-21.7,0.0,NW,5.9,Wanliu
14844,34333,2017,1,29,12,8.0,54.0,4.0,3.0,300.0,72.0,-2.45,1026.0,-21.6,0.0,NW,6.8,Wanliu
14845,34334,2017,1,29,13,8.0,49.0,4.0,5.0,300.0,73.0,-1.95,1025.5,-21.8,0.0,NW,5.4,Wanliu
14846,34335,2017,1,29,14,12.0,43.0,5.0,5.0,300.0,76.0,-1.22,1025.0,-21.6,0.0,NE,6.5,Wanliu
14847,34336,2017,1,29,15,9.0,45.0,5.0,6.0,300.0,76.0,-0.533333333333333,1025.66666666667,-22.0,0.0,NW,3.6,Wanliu
14848,34337,2017,1,29,16,12.0,45.0,6.0,5.0,300.0,76.0,-0.6,1026.5,-21.4,0.0,NW,5.7,Wanliu
14849,34338,2017,1,29,17,13.0,50.0,6.0,6.0,400.0,74.0,-0.55,1027.25,-21.4,0.0,NE,3.1,Wanliu
14850,34339,2017,1,29,18,9.0,36.0,7.0,7.0,400.0,73.0,-1.375,1028.25,-21.2,0.0,NE,3.1,Wanliu
14851,34340,2017,1,29,19,8.0,30.0,7.0,9.0,400.0,70.0,-1.95,1029.25,-21.4,0.0,NE,4.5,Wanliu
14852,34341,2017,1,29,20,13.0,20.0,6.0,11.0,400.0,67.0,-1.9,1030.25,-21.1,0.0,NW,2.1,Wanliu
14853,34342,2017,1,29,21,9.0,21.0,6.0,8.0,400.0,69.0,-2.525,1031.25,-22.5,0.0,NW,4.4,Wanliu
14854,34343,2017,1,29,22,7.0,10.0,5.0,6.0,400.0,72.0,-2.925,1032.25,-23.7,0.0,NW,5.5,Wanliu
14855,34344,2017,1,29,23,7.0,15.0,5.0,6.0,400.0,73.0,-3.325,1033.0,-23.9,0.0,NW,4.7,Wanliu
14856,34345,2017,1,30,0,6.0,8.0,5.0,5.0,400.0,72.0,-3.625,1033.75,-24.6,0.0,NW,4.4,Wanliu
14857,34346,2017,1,30,1,7.0,17.0,6.0,12.0,500.0,64.0,-4.175,1034.0,-24.9,0.0,NW,3.7,Wanliu
14858,34347,2017,1,30,2,11.0,12.0,9.0,16.0,600.0,58.0,-4.725,1034.25,-24.9,0.0,NW,3.5,Wanliu
14859,34348,2017,1,30,3,6.0,8.0,9.0,19.0,600.0,55.0,-5.125,1035.0,-25.2,0.0,NE,3.2,Wanliu
14860,34349,2017,1,30,4,6.0,11.0,7.0,16.0,600.0,57.0,-5.375,1035.0,-25.4,0.0,NE,2.7,Wanliu
14861,34350,2017,1,30,5,4.0,11.0,9.0,18.0,700.0,53.0,-5.575,1035.0,-25.6,0.0,NE,2.8,Wanliu
14862,34351,2017,1,30,6,8.0,8.0,10.0,24.0,700.0,47.0,-5.9,1035.0,-25.5,0.0,NE,2.3,Wanliu
14863,34352,2017,1,30,7,8.0,22.0,14.0,37.0,900.0,35.0,-6.925,1035.0,-24.9,0.0,NE,1.7,Wanliu
14864,34353,2017,1,30,8,7.0,23.0,14.0,54.0,900.0,20.0,-8.9,1034.0,-23.7,0.0,NNE,1.1,Wanliu
14865,34354,2017,1,30,9,9.0,11.0,14.0,37.0,800.0,38.0,-6.2,1034.8,-24.0,0.0,NNE,1.9,Wanliu
14866,34355,2017,1,30,10,12.0,12.0,11.0,20.0,600.0,56.0,-3.9,1034.8,-24.8,0.0,NE,2.1,Wanliu
14867,34356,2017,1,30,11,7.0,7.0,8.0,15.0,500.0,64.0,-1.5,1033.9,-24.9,0.0,NE,1.8,Wanliu
14868,34357,2017,1,30,12,3.0,5.0,7.0,12.0,500.0,70.0,-0.8,1032.2,-25.1,0.0,ENE,1.7,Wanliu
14869,34358,2017,1,30,13,7.0,7.0,7.0,12.0,500.0,72.0,0.5,1030.8,-24.8,0.0,SW,1.1,Wanliu
14870,34359,2017,1,30,14,8.0,8.0,6.0,15.0,500.0,72.0,1.7,1029.4,-25.7,0.0,W,1.8,Wanliu
14871,34360,2017,1,30,15,10.0,10.0,4.0,22.0,400.0,69.0,2.3,1029.0,-27.5,0.0,SSW,2.5,Wanliu
